[header]
title=Averguard Atrium
width=20
height=60
tileset=tileset_dungeon.txt
spawnpoint=16,11,1
music=overworld_theme.ogg

[layer]
id=background
format=dec
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,17,16,16,16,16,16,17,16,17,17,18,0,0,0,0,0,0,0,
0,0,17,18,16,18,17,17,16,16,19,17,19,0,0,0,0,0,0,0,
0,0,16,18,17,19,17,18,18,17,17,17,16,0,0,0,0,0,0,0,
0,0,16,19,16,19,17,18,19,16,16,17,16,0,0,0,0,0,0,0,
0,0,16,16,16,16,18,19,16,16,18,17,19,0,0,0,0,0,0,0,
0,0,16,19,18,19,19,18,16,19,19,16,17,0,0,0,0,0,0,0,
0,0,18,19,17,16,16,17,16,16,17,17,16,0,0,0,0,0,0,0,
0,0,17,19,16,19,16,16,18,16,18,17,19,0,0,0,0,0,0,0,
0,0,18,16,16,16,17,16,17,16,16,16,19,16,16,18,16,18,17,0,
0,0,16,19,18,19,19,18,16,19,19,16,16,17,16,17,16,16,18,0,
0,0,18,19,17,16,16,17,16,16,17,17,16,0,0,0,0,0,0,0,
0,0,17,19,16,19,16,16,18,16,18,17,19,0,0,0,0,0,0,0,
0,0,18,16,16,16,17,16,17,16,16,18,17,0,0,0,0,0,0,0,
0,0,17,16,16,16,16,16,17,16,17,17,18,0,0,0,0,0,0,0,
0,0,17,18,16,18,17,17,16,16,19,17,19,0,0,0,0,0,0,0,
0,0,16,18,17,19,17,18,18,17,17,17,16,0,0,0,0,0,0,0,
0,0,16,19,16,19,17,18,19,16,16,17,16,0,0,0,0,0,0,0,
0,0,16,16,16,16,18,19,16,16,18,17,19,0,0,0,0,0,0,0,
0,0,16,19,18,19,19,18,16,19,19,16,17,0,0,0,0,0,0,0,
0,0,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,
0,0,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,
0,0,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,
0,0,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,
0,0,17,18,16,18,17,17,16,16,19,17,19,0,0,0,0,0,0,0,
0,0,16,18,17,19,51,51,51,51,17,17,16,0,0,0,0,0,0,0,
0,0,16,19,16,19,51,51,51,51,16,17,16,0,0,0,0,0,0,0,
0,0,16,16,16,16,51,51,51,51,18,17,19,0,0,0,0,0,0,0,
0,0,16,19,18,19,51,51,51,51,19,16,17,0,0,0,0,0,0,0,
0,0,18,19,17,16,51,51,51,51,17,17,16,0,0,0,0,0,0,0,
0,0,17,19,16,19,51,51,51,51,18,17,19,0,0,0,0,0,0,0,
0,0,18,16,16,16,51,51,51,51,16,18,17,0,0,0,0,0,0,0,
0,0,17,16,16,16,51,51,51,51,17,17,18,0,0,0,0,0,0,0,
