[header]
title=Goblin Warrens
width=60
height=80
tileset=tileset_dungeon.txt
spawnpoint=28,76,3
music=dungeon_theme.ogg

[layer]
id=background
format=dec
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,35,0,0,0,0,0,0,0,32,33,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,33,0,0,0,0,0,0,0,33,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,34,0,0,0,0,0,0,0,32,35,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,34,0,0,0,0,0,0,0,32,35,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,35,0,0,0,0,0,0,0,32,33,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,33,0,0,0,0,0,0,0,33,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,34,0,0,0,0,0,0,0,32,35,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,33,32,33,35,32,33,33,34,33,32,33,35,32,33,35,32,33,34,33,32,33,35,32,33,35,32,33,34,33,32,33,35,32,33,35,32,32,33,35,32,33,32,33,35,32,33,33,34,33,0,0,0,0,0,0,0,0,0,0,
0,34,33,34,33,33,34,32,35,34,33,34,33,33,34,33,33,32,35,34,33,34,33,33,34,33,33,32,35,34,33,34,33,33,34,33,33,33,34,33,33,34,33,34,33,33,34,32,35,34,0,0,0,0,0,0,0,0,0,0,
0,35,32,35,34,32,35,34,33,35,32,35,34,32,35,34,32,34,33,35,32,35,34,32,35,34,32,34,33,35,32,35,34,32,35,34,32,32,35,34,32,35,32,35,34,32,35,34,33,35,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,33,34,33,0,0,0,0,0,0,0,33,34,33,0,0,0,0,0,0,0,33,34,33,0,0,0,0,0,0,0,33,34,33,0,0,0,0,0,0,0,33,34,33,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,32,33,35,0,0,0,0,0,0,0,32,33,35,0,0,0,0,0,0,0,32,33,35,0,0,0,0,0,0,0,32,33,35,0,0,0,0,0,0,0,32,33,35,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,33,34,33,0,0,0,0,0,0,0,33,34,33,0,0,0,0,0,0,0,33,34,33,0,0,0,0,0,0,0,33,34,33,0,0,0,0,0,0,0,33,34,35,32,33,32,33,0,0,0,0,0,0,
0,0,0,0,0,0,0,32,35,34,0,0,0,19,16,17,18,32,35,34,32,16,17,18,0,0,0,32,35,34,0,0,0,0,0,0,0,32,35,34,0,0,0,0,0,0,0,32,35,33,33,34,33,34,0,0,0,0,0,0,
0,0,0,0,0,0,0,32,33,35,0,0,0,18,18,17,16,32,51,51,33,18,17,16,0,0,0,32,33,35,0,0,0,0,0,0,0,32,33,35,0,0,0,0,0,0,0,32,33,34,32,35,32,35,0,0,0,0,0,0,
0,0,0,0,0,0,0,33,34,33,0,0,0,19,16,17,18,33,51,51,32,16,17,18,0,0,0,33,34,33,0,0,0,0,0,0,0,33,34,33,0,0,0,0,0,0,0,33,34,33,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,32,35,34,0,0,0,18,18,17,16,32,51,51,33,18,17,16,0,0,0,32,35,34,0,0,0,0,0,0,0,32,35,34,0,0,0,0,0,0,0,32,35,34,0,0,0,0,0,0,0,0,0,0,
